Date,Open,High,Low,Close,Volume
2023-03-31,28009.22,28124.62,27986.62,28041.48,911488900.0
2023-03-30,27827.89,27876.38,27630.55,27782.93,820317100.0
2023-03-29,27549.37,27897.72,27505.48,27883.78,838235700.0
2023-03-28,27573.82,27603.45,27432.76,27518.25,663559800.0
2023-03-27,27482.39,27543.48,27359.72,27476.87,573975700.0
2023-03-24,27368.62,27397.29,27257.44,27385.25,595478200.0
2023-03-23,27232.97,27461.97,27175.63,27419.61,641296100.0
2023-03-22,27298.15,27520.97,27267.26,27466.61,780719800.0
2023-03-20,27253.73,27367.18,26945.67,26945.67,791909100.0
2023-03-17,27232.23,27356.15,27071.71,27333.79,1014837300.0
2023-03-16,26796.67,27057.54,26632.92,27010.61,1071079800.0
2023-03-15,27421.66,27424.94,27105.99,27229.48,866160600.0
2023-03-14,27455.95,27455.95,27104.75,27222.04,1257058100.0
2023-03-13,27886.21,27906.97,27631.53,27832.96,960567200.0
2023-03-10,28385.29,28424.24,28118.74,28143.97,1112609700.0
2023-03-09,28648.11,28734.79,28558.88,28623.15,723039900.0
2023-03-08,28237.21,28469.41,28232.68,28444.19,672152600.0
2023-03-07,28202.59,28398.27,28202.59,28309.16,697953100.0
2023-03-06,28182.31,28288.62,28153.82,28237.78,657288500.0
2023-03-03,27683.26,27961.21,27655.34,27927.47,782019900.0
2023-03-02,27564.82,27617.8,27408.54,27498.87,692864800.0
2023-03-01,27363.57,27530.76,27305.37,27516.53,697910700.0
2023-02-28,27515.34,27585.17,27400.36,27445.56,862860800.0
2023-02-27,27322.73,27456.22,27292.74,27423.96,593990000.0
2023-02-24,27144.72,27465.9,27128.32,27453.48,759907200.0
2023-02-22,27265.99,27300.53,27046.08,27104.32,747113800.0
2023-02-21,27486.09,27538.29,27359.12,27473.1,616281500.0
2023-02-20,27497.13,27531.94,27426.48,27531.94,624719300.0
2023-02-17,27484.6,27608.59,27466.61,27513.13,687914700.0
2023-02-16,27654.72,27727.66,27597.12,27696.44,681188600.0
2023-02-15,27686.01,27720.27,27444.13,27501.86,721036000.0
2023-02-14,27705.37,27721.82,27553.18,27602.77,558171400.0
2023-02-13,27550.35,27570.32,27266.94,27427.32,704415700.0
2023-02-10,27711.25,27814.02,27609.33,27670.98,888227100.0
2023-02-09,27453.4,27635.38,27424.69,27584.35,616892100.0
2023-02-08,27690.74,27719.45,27458.53,27606.46,689676400.0
2023-02-07,27744.9,27814.96,27662.11,27685.47,742623700.0
2023-02-06,27764.66,27821.22,27656.47,27693.65,884287000.0
2023-02-03,27455.03,27612.57,27445.69,27509.46,927984800.0
2023-02-02,27453.67,27472.44,27338.43,27402.05,732462700.0
2023-02-01,27483.41,27547.67,27322.79,27346.88,658488100.0
2023-01-31,27458.56,27494.17,27302.22,27327.11,745973100.0
2023-01-30,27384.77,27486.42,27337.25,27433.4,657639800.0
2023-01-27,27428.41,27452.67,27326.91,27382.56,715002600.0
2023-01-26,27444.64,27502.15,27284.08,27362.75,632731400.0
2023-01-25,27175.88,27473.9,27175.88,27395.01,633607100.0
2023-01-24,27150.43,27381.0,27150.43,27299.19,707666600.0
2023-01-23,26880.21,26938.28,26788.76,26906.04,601862000.0
2023-01-20,26346.69,26553.53,26320.96,26553.53,604419000.0
2023-01-19,26541.08,26592.87,26368.97,26405.23,687234700.0
2023-01-18,26251.34,26816.68,26211.84,26791.12,933670800.0
2023-01-17,25915.51,26198.69,25895.3,26138.68,680690800.0
2023-01-16,25836.67,25938.04,25748.1,25822.32,716694700.0
2023-01-13,26391.78,26409.21,26090.84,26119.52,982974300.0
2023-01-12,26524.94,26547.61,26381.93,26449.82,770274500.0
2023-01-11,26362.21,26479.99,26332.05,26446.0,623583100.0
2023-01-10,26176.61,26316.66,26132.8,26175.56,712464100.0
2023-01-06,25740.08,26034.06,25719.61,25973.85,681532300.0
2023-01-05,25825.5,25947.1,25750.46,25820.8,723092500.0
2023-01-04,25834.93,25840.68,25661.89,25716.86,833297500.0
2022-12-30,26288.0,26321.37,26067.92,26094.5,527361300.0
2022-12-29,26074.9,26126.7,25953.92,26093.67,631104500.0
2022-12-28,26309.34,26354.27,26199.67,26340.5,615226600.0
2022-12-27,26570.78,26620.49,26447.87,26447.87,501794900.0
2022-12-26,26299.54,26438.65,26294.85,26405.87,473132000.0
2022-12-23,26207.77,26291.98,26106.38,26235.25,756568000.0
2022-12-22,26552.43,26585.28,26399.31,26507.87,733658700.0
2022-12-21,26547.17,26616.28,26269.8,26387.72,1192484100.0
2022-12-20,27257.35,27339.49,26416.91,26568.03,1185263300.0
2022-12-19,27279.92,27349.58,27165.78,27237.64,581862600.0
2022-12-16,27706.7,27713.04,27488.83,27527.12,837502700.0
2022-12-15,27991.14,28163.17,27987.54,28051.7,510624700.0
2022-12-14,28005.03,28195.69,27993.78,28156.21,548321800.0
2022-12-13,28067.37,28116.56,27907.49,27954.85,519157500.0
2022-12-12,27741.1,27865.72,27734.66,27842.33,495848300.0
2022-12-09,27633.96,27952.8,27633.96,27901.01,701677300.0
2022-12-08,27622.3,27643.64,27415.66,27574.43,649273800.0
2022-12-07,27670.29,27786.25,27646.78,27686.4,630240900.0
2022-12-06,27704.06,27934.07,27698.31,27885.87,604461200.0
2022-12-05,27752.99,27854.11,27700.86,27820.4,638913300.0
2022-12-02,27983.18,27983.18,27664.07,27777.9,794224800.0
2022-12-01,28273.13,28423.46,28226.08,28226.08,714105700.0
2022-11-30,27886.67,27971.45,27804.73,27968.99,1066459800.0
2022-11-29,27991.5,28055.91,27900.2,28027.84,648165400.0
2022-11-28,28221.96,28237.97,28046.33,28162.83,645815600.0
2022-11-25,28398.77,28398.77,28263.6,28283.03,567693800.0
2022-11-24,28373.72,28501.51,28373.72,28383.09,838771500.0
2022-11-22,28059.51,28202.81,28038.16,28115.74,759457800.0
2022-11-21,27982.0,28006.36,27846.3,27944.79,564884800.0
2022-11-18,28009.82,28045.44,27877.78,27899.77,647537800.0
2022-11-17,27952.21,28029.62,27910.01,27930.57,588819700.0
2022-11-16,28020.49,28068.44,27743.15,28028.3,731797700.0
2022-11-15,27940.26,28037.44,27904.76,27990.17,712198200.0
2022-11-14,28277.64,28305.04,27963.47,27963.47,851385100.0
2022-11-11,27868.69,28325.8,27837.3,28263.57,1036906400.0
2022-11-10,27459.08,27485.38,27370.62,27446.1,770903400.0
2022-11-09,27884.55,27920.49,27688.95,27716.43,791493200.0
2022-11-08,27718.84,27942.7,27708.64,27872.11,843613800.0
2022-11-07,27373.32,27578.01,27357.8,27527.64,788709700.0
2022-11-04,27371.89,27389.3,27032.02,27199.74,1110542500.0
2022-11-02,27678.92,27692.04,27548.61,27663.39,865639700.0
2022-11-01,27614.64,27682.66,27526.61,27678.92,725979400.0
2022-10-31,27404.3,27602.99,27394.85,27587.46,711244200.0
2022-10-28,27097.38,27265.46,26981.08,27105.2,1445884500.0
2022-10-27,27407.23,27450.26,27340.2,27345.24,653914500.0
2022-10-26,27410.64,27578.05,27405.91,27431.84,610333500.0
2022-10-25,27113.2,27337.08,27073.5,27250.28,621687600.0
2022-10-24,27233.0,27305.52,26974.9,26974.9,590657600.0
2022-10-21,26903.5,26984.51,26869.38,26890.58,563049800.0
2022-10-20,26981.75,27092.55,26872.59,27006.96,603046000.0
2022-10-19,27225.17,27370.52,27192.79,27257.38,575635000.0
2022-10-18,27167.73,27229.88,26910.91,27156.14,660606900.0
2022-10-17,26785.02,26811.57,26651.08,26775.79,652805000.0
2022-10-14,26599.32,27180.16,26595.35,27090.76,823528400.0
2022-10-13,26398.29,26405.47,26237.42,26237.42,591591100.0
2022-10-12,26353.22,26495.75,26314.83,26396.83,688466500.0
2022-10-11,26757.12,26758.66,26369.56,26401.25,789255900.0
2022-10-07,26975.92,27198.83,26921.9,27116.11,666732000.0
2022-10-06,27137.98,27399.19,27137.98,27311.3,693713000.0
2022-10-05,27211.32,27216.8,27031.28,27120.53,732888600.0
2022-10-04,26653.49,26994.44,26633.52,26992.21,870616400.0
2022-10-03,25778.95,26223.84,25623.67,26215.79,807028900.0
2022-09-30,26240.0,26273.65,25805.59,25937.21,1012967200.0
2022-09-29,26280.5,26458.18,26221.78,26422.05,888842300.0
2022-09-28,26422.86,26516.32,25938.42,26173.98,929484000.0
2022-09-27,26585.38,26679.82,26523.77,26571.87,668151200.0
2022-09-26,26779.44,26779.44,26424.6,26431.55,964549700.0
2022-09-22,27053.58,27197.07,26955.58,27153.83,621759400.0
2022-09-21,27440.84,27466.02,27297.5,27313.13,654552500.0
2022-09-20,27788.68,27907.1,27627.86,27688.42,599694400.0
2022-09-16,27631.39,27652.44,27527.16,27567.65,815884600.0
2022-09-15,27873.96,27946.2,27801.44,27875.91,486657100.0
2022-09-14,28132.7,28141.39,27795.83,27818.62,708861600.0
2022-09-13,28556.21,28659.76,28534.63,28614.63,516685500.0
2022-09-12,28483.59,28612.89,28438.37,28542.11,504945200.0
2022-09-09,28204.71,28284.88,28093.26,28214.75,740420300.0
2022-09-08,27732.68,28083.79,27718.3,28065.28,751549400.0
2022-09-07,27546.01,27546.01,27268.7,27430.3,693555400.0
2022-09-06,27650.15,27813.78,27557.99,27626.51,463050400.0
2022-09-05,27567.29,27673.41,27512.67,27619.61,470660700.0
2022-09-02,27755.6,27772.37,27570.74,27650.84,587673500.0
2022-09-01,27797.0,27829.6,27589.7,27661.47,688537700.0
2022-08-31,27928.09,28104.59,27907.95,28091.53,861592300.0
2022-08-30,28086.72,28233.8,27944.27,28195.58,606584600.0
2022-08-29,28161.06,28177.7,27788.12,27878.96,640896100.0
2022-08-26,28639.47,28792.71,28624.7,28641.38,491248400.0
2022-08-25,28415.11,28534.71,28357.03,28479.01,536988600.0
2022-08-24,28481.34,28515.61,28282.21,28313.47,620058700.0
2022-08-23,28580.2,28580.2,28395.3,28452.75,556937300.0
2022-08-22,28654.07,28827.79,28591.84,28794.5,491547800.0
2022-08-19,29095.71,29150.8,28913.05,28930.33,484340100.0
2022-08-18,28957.4,28999.64,28846.79,28942.14,474121700.0
2022-08-17,28952.65,29222.77,28952.65,29222.77,665741200.0
2022-08-16,28829.53,28928.16,28752.88,28868.91,501287200.0
2022-08-15,28623.78,28897.07,28623.78,28871.78,536819200.0
2022-08-12,28251.74,28546.98,28207.86,28546.98,896361600.0
2022-08-10,27955.11,27964.96,27729.46,27819.33,599049900.0
2022-08-09,28236.84,28254.58,27966.91,27999.96,648878700.0
2022-08-08,28050.09,28276.44,28050.09,28249.24,661244200.0
2022-08-05,27915.06,28190.04,27911.19,28175.87,712532500.0
2022-08-04,27930.94,28005.09,27870.05,27932.2,831019100.0
2022-08-03,27673.0,27834.7,27635.92,27741.9,723339700.0
2022-08-02,27812.48,27830.58,27530.6,27594.73,718210200.0
2022-08-01,27813.82,27993.35,27751.59,27993.35,719464300.0
2022-07-29,27915.22,28001.8,27725.24,27801.64,793450800.0
2022-07-28,27909.15,28015.68,27651.99,27815.48,834648800.0
2022-07-27,27575.16,27772.97,27526.1,27715.75,510697500.0
2022-07-26,27682.2,27715.78,27539.05,27655.21,500287800.0
2022-07-25,27697.77,27848.59,27663.26,27699.25,465158600.0
2022-07-22,27773.14,27952.25,27701.25,27914.66,601362200.0
2022-07-21,27627.88,27803.0,27549.56,27803.0,567028100.0
2022-07-20,27295.95,27692.85,27295.95,27680.26,666583800.0
2022-07-19,27003.83,27042.44,26791.71,26961.68,594409800.0
2022-07-15,26736.08,26857.77,26572.55,26788.47,655438400.0
2022-07-14,26357.32,26711.78,26312.79,26643.39,606317500.0
2022-07-13,26403.79,26543.07,26391.82,26478.77,541279200.0
2022-07-12,26701.0,26718.67,26278.28,26336.66,644292500.0
2022-07-11,26892.73,27062.09,26710.59,26812.3,684833900.0
2022-07-08,26623.85,26881.75,26510.53,26517.19,892526800.0
2022-07-07,26280.94,26531.97,26138.83,26490.53,807013100.0
2022-07-06,26190.4,26297.98,26051.19,26107.65,897466000.0
2022-07-05,26386.23,26532.51,26295.07,26423.47,627956500.0
2022-07-04,26086.78,26258.86,25945.83,26153.81,687029500.0
2022-07-01,26460.71,26527.34,25841.75,25935.62,816718000.0
2022-06-30,26753.28,26753.28,26324.7,26393.04,861070200.0
2022-06-29,26814.23,26858.68,26689.37,26804.6,1011203600.0
2022-06-28,26795.68,27049.47,26789.5,27049.47,733592000.0
2022-06-27,26741.8,26938.43,26665.58,26871.27,657739000.0
2022-06-24,26228.42,26518.33,26148.56,26491.97,726412800.0
2022-06-23,26134.89,26401.97,26039.57,26171.25,656830000.0
2022-06-22,26441.72,26448.43,26149.55,26149.55,663691200.0
2022-06-21,26070.92,26418.64,25981.87,26246.31,653591400.0
2022-06-20,26156.62,26156.62,25520.23,25771.22,721764700.0
2022-06-17,25988.2,26072.35,25726.12,25963.0,1152110900.0
2022-06-16,26715.52,26947.7,26431.2,26431.2,678269900.0
2022-06-15,26625.68,26637.19,26321.68,26326.16,727413700.0
2022-06-14,26555.75,26656.04,26358.42,26629.86,750146000.0
2022-06-13,27369.66,27388.46,26949.6,26987.44,713586400.0
2022-06-10,27996.35,28044.45,27795.17,27824.29,797495200.0
2022-06-09,28189.35,28389.42,28189.35,28246.53,803036000.0
2022-06-08,28100.26,28234.29,28090.41,28234.29,786796900.0
2022-06-07,27984.79,28094.73,27863.71,27943.95,682518100.0
2022-06-06,27549.64,27979.54,27525.48,27915.89,567646500.0
2022-06-03,27660.62,27776.33,27614.86,27761.57,636778500.0
2022-06-02,27340.52,27450.47,27251.24,27413.88,636439200.0
2022-06-01,27295.63,27481.94,27295.63,27457.89,757603900.0
2022-05-31,27318.09,27456.68,27250.7,27279.8,1417868500.0
2022-05-30,27092.82,27401.24,27057.7,27369.43,969579000.0
2022-05-27,26947.8,26996.7,26731.6,26781.68,693125000.0
2022-05-26,26685.02,26895.9,26598.74,26604.84,645123400.0
2022-05-25,26711.53,26795.89,26578.05,26677.8,723401500.0
2022-05-24,27005.43,27005.43,26736.01,26748.14,674413300.0
2022-05-23,26991.42,27047.47,26832.65,27001.52,650270400.0
2022-05-20,26448.23,26769.2,26426.99,26739.03,763407800.0
2022-05-19,26435.32,26458.09,26186.66,26402.84,745043500.0
2022-05-18,26826.82,27053.18,26741.34,26911.2,746712900.0
2022-05-17,26555.23,26709.26,26442.91,26659.75,789287100.0
2022-05-16,26753.37,26836.96,26438.61,26547.05,869875300.0
2022-05-13,25918.8,26479.93,25913.49,26427.65,1038081800.0
2022-05-12,25945.04,26028.36,25688.11,25748.72,911681400.0
2022-05-11,26045.38,26290.21,26003.26,26213.64,858644900.0
2022-05-10,26149.06,26245.8,25776.74,26167.1,807620300.0
2022-05-09,26475.16,26497.36,26309.22,26319.34,795316200.0
2022-05-06,26784.29,27072.41,26543.29,27003.56,984983600.0
2022-05-02,26851.1,26964.59,26610.86,26818.53,745258500.0
2022-04-28,26430.28,26872.5,26349.28,26847.9,867037100.0
2022-04-27,26313.14,26406.62,26051.04,26386.63,973009600.0
2022-04-26,26743.21,26808.99,26590.78,26700.11,643276100.0
2022-04-25,26692.48,26764.48,26487.84,26590.78,626818200.0
2022-04-22,27197.8,27205.83,26908.35,27105.26,584653800.0
2022-04-21,27259.14,27580.64,27252.83,27553.06,623401300.0
2022-04-20,27210.79,27389.04,27066.18,27217.85,723363200.0
